1.0,0.96875,1.0,1.0,0.84375,0.03125,0.0625,0.03125,0.03125,0.0,768.40625,762.3870967741935,797.375,800.40625,841.074074074074,78.37883139558474,81.99554567734835,73.1576850030125,55.99322468779147,96.39268680033307
0.8125,0.90625,0.9375,0.9375,0.46875,0.0625,0.125,0.125,0.15625,0.0,828.5769230769231,827.4137931034483,834.2333333333333,812.0666666666667,883.3333333333334,97.2384749259117,99.55608962873185,89.02197606334192,88.13131616451038,72.58803084684294
0.84375,0.9375,1.0,0.96875,0.4375,0.03125,0.0625,0.0,0.03125,0.0,811.4444444444445,795.2333333333333,798.0625,831.2258064516129,848.6428571428571,75.93239358180229,75.55866741957684,83.24885040497556,92.82578537670041,103.53026275501502
0.71875,0.875,0.84375,0.71875,0.46875,0.34375,0.21875,0.25,0.09375,0.0,804.3913043478261,788.4285714285714,760.2592592592592,800.5217391304348,836.8666666666667,103.76090372475046,89.83454178632618,91.66953231585103,104.621416697338,117.53913768991538
0.0,0.09375,0.09375,0.1875,0.09375,0.03125,0.0,0.0625,0.0,0.0,1400.0,1005.3333333333334,905.0,994.1666666666666,877.6666666666666,1400.0,7.542472332656507,20.314198646923455,15.98349843501798,139.15538876458297
0.90625,0.96875,1.0,0.90625,0.4375,0.125,0.0625,0.09375,0.09375,0.0625,879.7931034482758,810.0967741935484,863.5625,855.0689655172414,866.0714285714286,93.13149002993669,75.41128299198601,79.51609015633251,77.38614820116456,107.77586814821787
0.65625,0.65625,0.8125,0.78125,0.40625,0.0625,0.125,0.1875,0.21875,0.0,866.4761904761905,869.8095238095239,870.1923076923077,859.2,910.3846153846154,74.42197515174888,85.24676731623599,84.57541888332531,75.05784436019995,88.07997979244028
0.78125,0.8125,0.90625,0.90625,0.59375,0.0625,0.03125,0.0625,0.0625,0.0,801.24,794.5,832.2758620689655,825.6551724137931,803.3157894736842,105.21645498685079,95.4081314064034,109.61276560181085,92.61536174883098,100.81147210802577
0.625,0.6875,0.65625,0.6875,0.25,0.09375,0.1875,0.15625,0.21875,0.0,978.1,983.2727272727273,974.0952380952381,962.7272727272727,982.75,52.32580625274684,44.6493223181615,49.55218967042513,53.80113366343756,60.580009078903245
0.78125,0.75,0.75,0.78125,0.09375,0.1875,0.1875,0.09375,0.1875,0.03125,880.0,903.0,906.2083333333334,888.0,933.0,80.85641594827216,73.47788783028538,61.55483948390158,87.48439860912345,62.806581396113785
0.75,0.84375,0.8125,0.8125,0.78125,0.0625,0.1875,0.125,0.15625,0.0,924.2083333333334,905.4444444444445,897.8846153846154,935.0384615384615,905.8,75.32041509813628,78.96099990611086,84.08801566631374,83.72366670699454,90.42566007500305
0.59375,0.75,0.6875,0.78125,0.59375,0.1875,0.28125,0.28125,0.1875,0.0,939.4736842105264,878.4583333333334,908.2272727272727,898.84,905.421052631579,64.02990125595733,90.7602056550973,61.48608994072031,72.86188578399546,71.67640424301261
0.84375,0.84375,0.84375,0.90625,0.59375,0.21875,0.21875,0.09375,0.15625,0.0,852.4444444444445,881.3703703703703,901.1851851851852,893.6896551724138,898.1578947368421,85.60561306161134,82.92484243250281,72.38223489689587,86.67700782842006,91.55398933956357
0.84375,1.0,0.9375,0.9375,0.40625,0.03125,0.03125,0.03125,0.0625,0.0,847.1851851851852,829.5625,839.1333333333333,838.2666666666667,872.3846153846154,81.64377776161469,69.08280244568832,77.21991683209427,56.15569625801306,110.6105701316654
0.78125,0.75,0.84375,0.90625,0.625,0.15625,0.0625,0.1875,0.15625,0.0625,771.48,796.125,814.2962962962963,793.1724137931035,808.0,117.8263535886603,110.92050926226403,93.18035670231933,78.39733852164277,78.14665699823634
